sqft_living,bedrooms,bathrooms,price
1180,1,1.0,229500.0
2000,4,1.75,335000.0
3310,4,2.75,680000.0
3130,4,3.5,1389000.0
2300,4,2.5,740000.0
2140,3,2.25,270000.0
2210,4,2.0,510000.0
970,2,1.0,300000.0
2690,5,2.25,1298890.0
1890,4,2.0,675000.0
3140,6,3.25,925850.0
1440,2,1.0,255500.0
2910,3,2.5,450000.0
1310,3,1.0,280000.0
2140,4,2.25,245000.0
1090,3,1.0,344950.0
1330,3,1.75,381000.0
4690,4,4.0,1945000.0
1910,3,1.5,1500000.0
1750,3,1.75,232603.0
1760,5,2.5,220000.0
1810,4,1.75,600000.0
1360,3,2.5,239000.0
1730,3,1.75,400000.0
4710,6,2.75,2180000.0
1010,3,1.0,350000.0
2400,3,2.5,562000.0
1540,3,1.5,380000.0
1480,4,1.75,511200.0
2520,4,2.5,680000.0
1210,3,3.25,350000.0
2670,5,2.5,410000.0
3030,4,2.5,1050000.0
1440,3,2.0,391265.0
3250,4,2.25,1410000.0
1750,3,2.0,575000.0
2120,4,1.5,316000.0
1050,3,1.0,165000.0
1950,3,2.25,850000.0
1020,3,1.0,210000.0
1820,4,2.5,325000.0
2390,4,2.5,682000.0
1400,3,2.5,430000.0
1540,3,1.5,325500.0
2370,3,1.75,385000.0
670,1,1.0,435000.0
2420,4,1.0,550000.0
1000,3,1.0,400000.0
2100,4,2.75,503000.0
2800,4,2.5,676000.0
940,3,1.0,180000.0
1640,3,2.0,234000.0
2760,4,2.5,734200.0
3660,3,3.25,920000.0
3070,4,2.5,1920000.0
1100,3,1.75,224000.0
3130,3,2.75,1400000.0
1320,3,1.0,185000.0
1470,3,1.75,554600.0
1480,3,1.75,268000.0
2260,4,2.25,675000.0
2210,4,2.25,620000.0
1540,3,1.75,396450.0
1910,5,1.75,565000.0
1760,3,1.75,410000.0
2240,4,3.0,1190000.0
2110,3,2.25,716125.0
1396,2,1.0,225000.0
3040,4,2.75,640000.0
1140,2,1.0,374000.0
1780,4,2.0,415000.0
3370,4,2.5,592500.0
1484,3,2.5,365000.0
2230,4,2.5,600000.0
2820,4,2.5,465000.0
1580,3,1.0,254999.0
2040,4,2.5,279000.0
2720,3,2.5,460000.0
1490,4,2.25,507000.0
1560,3,1.75,291000.0
830,2,1.5,350000.0
980,3,1.0,90000.0
1980,3,1.75,329000.0
3680,4,2.5,909000.0
860,2,1.0,187000.0
1850,3,1.75,580000.0
1620,3,2.5,345000.0
2240,4,2.5,497000.0
1010,3,1.0,345000.0
1610,3,1.75,313500.0
2720,3,2.5,910000.0
2080,3,1.5,399950.0
1930,4,2.0,268000.0
2250,4,1.75,559000.0
1980,3,2.25,309000.0
1960,3,2.5,410000.0
1320,3,1.0,259000.0
2940,5,2.0,950000.0
1460,4,1.0,320000.0
2330,4,2.5,1150000.0
2620,3,2.0,394250.0
700,1,1.0,315000.0
1140,2,2.0,480000.0
2750,3,2.5,556000.0
2480,3,2.5,450000.0
1130,3,1.5,420000.0
2770,6,3.75,890000.0
1710,4,2.0,295000.0
2150,4,2.25,410000.0
2250,3,2.5,308900.0
2960,4,2.5,1161000.0
2300,2,2.5,665000.0
1740,3,1.75,577000.0
2830,3,2.5,959000.0
1240,2,1.75,471000.0
2180,3,2.5,560000.0
2510,5,2.25,955000.0
2300,3,2.5,579000.0
3220,4,2.25,335000.0
2270,3,2.5,485000.0
1840,3,2.5,552000.0
3820,4,3.25,950000.0
1660,3,2.0,203700.0
3360,4,3.5,412000.0
1350,3,2.0,237500.0
2970,4,3.5,866800.0
1000,3,1.0,425000.0
1190,3,2.0,200000.0
1670,3,1.75,280000.0
1200,3,1.5,140000.0
2250,5,2.5,370000.0
1040,2,0.75,550000.0
3180,2,2.5,1411600.0
3180,2,2.5,1505000.0
2040,4,1.5,510000.0
1160,3,1.0,351000.0
880,3,1.0,210000.0
2290,4,1.75,449999.0
950,3,1.0,137000.0
1010,3,1.0,270000.0
3100,3,2.5,540000.0
2560,5,3.0,565000.0
2430,4,1.5,940000.0
830,2,1.0,385000.0
2090,3,3.0,400000.0
2030,3,2.0,365000.0
1060,2,1.0,353250.0
1090,2,1.5,455000.0
3400,4,3.5,475000.0
1920,4,1.75,571500.0
1150,2,1.0,441000.0
3970,6,2.75,810000.0
1880,3,2.25,550000.0
1500,2,1.0,736000.0
2190,3,1.75,375000.0
2530,3,2.5,717500.0
1930,2,1.75,581000.0
1510,3,2.0,629000.0
1100,3,2.0,225000.0
1730,3,2.5,315000.0
1480,3,2.5,425000.0
1150,3,1.0,346500.0
1950,3,2.25,550000.0
2380,3,1.75,565000.0
3100,4,2.0,1001000.0
2010,2,2.0,400000.0
2270,4,2.0,724950.0
2050,3,1.75,623000.0
650,2,1.0,295000.0
2780,4,3.25,700000.0
1300,2,1.5,482000.0
2730,3,2.5,770000.0
3140,4,2.5,310000.0
2410,4,2.25,720000.0
1180,3,1.0,355000.0
2600,4,2.5,512000.0
1400,2,1.5,303000.0
2220,5,2.5,299000.0
1660,3,2.5,285000.0
2330,3,1.75,680000.0
1440,4,1.75,285000.0
2920,4,2.25,707000.0
1760,3,2.0,690000.0
2860,4,2.25,872000.0
2090,4,1.75,290000.0
1910,4,1.75,425000.0
3280,3,2.75,925000.0
1770,3,1.0,340500.0
920,2,1.0,365000.0
1690,3,1.75,725000.0
2470,3,3.0,811000.0
1040,3,1.0,299000.0
1220,4,2.0,287500.0
3500,4,2.25,879950.0
760,2,1.0,135900.0
3070,4,2.25,1225000.0
2100,4,1.75,522500.0
1660,4,1.5,399500.0
1430,3,1.0,450000.0
1620,4,1.0,218000.0
1490,3,2.0,289999.0
1170,2,1.0,540000.0
1240,3,1.0,324950.0
2910,3,2.0,718500.0
2660,3,2.0,495000.0
2220,6,2.0,260000.0
1920,4,1.5,430000.0
2780,3,3.25,402500.0
3110,4,3.0,1415000.0
1820,3,2.25,275000.0
1765,3,2.25,250000.0
1800,3,2.75,665000.0
2650,3,2.5,425000.0
1410,2,1.0,760000.0
1650,3,2.5,447000.0
1180,3,1.0,205000.0
800,3,1.5,191000.0
1430,2,1.75,350000.0
3300,5,3.5,789888.0
1220,2,1.0,443000.0
3530,4,3.5,695000.0
1380,4,2.0,560000.0
1410,3,1.75,550000.0
3360,2,2.5,850000.0
2270,4,2.75,352750.0
2890,4,2.5,550000.0
1750,5,1.0,774900.0
1010,3,1.0,250000.0
3780,4,2.5,962800.0
1880,3,1.75,299500.0
800,2,1.0,250000.0
4720,5,4.0,745000.0
1060,2,1.0,279475.0
2530,3,2.25,450000.0
1980,5,2.25,307700.0
1650,3,1.0,665000.0
1890,3,2.75,375000.0
3360,4,2.5,420000.0
630,2,1.0,148000.0
1980,3,1.5,707000.0
990,3,1.0,399000.0
3420,4,2.5,570000.0
3440,4,2.25,853000.0
1300,3,1.0,400000.0
2040,2,1.75,615000.0
1250,3,1.0,463000.0
1960,4,2.5,600000.0
2720,5,2.5,429000.0
3250,4,4.25,980000.0
3190,6,3.75,359500.0
2570,4,2.5,715000.0
1420,3,1.75,240000.0
2120,4,2.0,455000.0
2080,3,2.5,610000.0
2740,3,2.75,675000.0
1250,3,1.75,283500.0
2150,2,1.0,235000.0
3230,4,2.5,827000.0
860,2,1.0,353000.0
2810,4,2.5,747500.0
1040,2,1.0,341000.0
1160,3,1.0,182000.0
1470,3,2.0,250000.0
2350,4,3.5,655000.0
1660,3,2.25,405000.0
2020,4,1.75,390000.0
890,2,1.0,275400.0
2430,3,2.25,791000.0
1460,3,1.75,424500.0
980,3,1.0,430000.0
2580,4,2.5,865000.0
1250,2,2.0,163000.0
3140,4,2.75,920000.0
2680,5,3.25,1028950.0
1810,3,1.75,325000.0
2090,5,2.5,315000.0
1120,4,1.0,227000.0
1790,4,1.75,179000.0
870,2,1.0,276000.0
3160,4,1.5,335000.0
2350,3,2.0,430000.0
1810,3,2.5,266490.0
3160,4,2.75,655000.0
1660,3,2.0,635500.0
2500,5,2.5,235000.0
2880,3,2.5,885000.0
1470,3,1.0,352500.0
1460,3,2.5,450000.0
2480,3,2.25,1050000.0
1140,2,2.25,476000.0
1830,3,2.5,375000.0
3110,4,3.5,600600.0
2630,4,1.75,567000.0
2390,4,1.75,650000.0
1750,5,2.0,190000.0
4370,4,3.5,858000.0
1020,1,1.75,435500.0
2500,3,2.0,685000.0
1540,3,2.0,252000.0
2200,4,2.25,512500.0
1940,3,2.5,423800.0
1453,3,2.25,460000.0
1830,3,2.75,434000.0
2000,3,1.0,244000.0
1400,3,1.0,348125.0
2400,4,3.25,585000.0
1390,3,1.0,230000.0
1680,3,2.0,450000.0
1820,5,2.0,393000.0
1140,2,1.0,517000.0
1060,3,1.0,400000.0
3050,2,1.75,890000.0
970,3,1.0,205950.0
1320,3,1.0,209000.0
1890,4,1.75,430000.0
2040,4,1.75,534000.0
2370,4,3.0,735000.0
2720,3,2.25,873000.0
1970,4,2.25,475000.0
2180,3,1.75,325000.0
2990,3,2.25,500000.0
2180,4,2.75,279000.0
1440,3,2.0,350000.0
3180,4,2.25,660000.0
1643,2,1.5,324950.0
1530,4,2.0,500000.0
1310,2,1.0,187300.0
2800,5,3.5,345600.0
1510,3,1.5,400000.0
2700,5,3.0,935000.0
2220,4,1.75,374000.0
1440,3,1.75,328000.0
1300,3,2.0,257500.0
2230,4,2.5,1003000.0
1390,2,1.75,216500.0
2760,3,2.25,1185000.0
3200,4,2.5,360000.0
1240,3,0.75,699999.0
1960,3,2.5,535000.0
2190,3,2.0,464950.0
3540,4,2.5,925000.0
2640,3,3.25,930000.0
2660,3,2.0,727500.0
1670,4,1.75,325000.0
3080,3,3.25,695000.0
2890,4,2.75,585000.0
1800,3,2.25,319000.0
2000,6,2.5,265000.0
1940,5,1.75,359000.0
1940,5,1.75,390000.0
960,3,1.0,374500.0
1750,2,1.5,661000.0
2320,3,2.5,900000.0
2380,5,2.5,600000.0
1620,4,1.75,512500.0
1770,3,1.75,229500.0
2320,3,2.5,589000.0
1330,3,2.5,539950.0
3420,4,2.5,640000.0
1270,3,1.0,218250.0
2550,4,3.5,675000.0
1860,5,2.0,338000.0
1020,3,1.0,231750.0
720,1,1.0,199900.0
4460,4,3.5,1059000.0
1830,4,2.75,263000.0
1520,3,1.5,279950.0
1080,3,1.5,395000.0
1900,3,2.0,252500.0
1370,3,1.0,205000.0
2960,5,2.5,654000.0
960,3,1.0,200000.0
2190,3,2.5,700000.0
3990,4,3.25,2720000.0
1200,2,1.75,306000.0
1780,3,2.5,270000.0
2630,3,2.25,340000.0
2300,4,2.5,450000.0
3210,4,2.75,580000.0
2290,4,1.75,435000.0
2780,4,2.5,690000.0
2650,4,2.5,720000.0
1840,3,2.25,403000.0
1560,3,2.75,440000.0
1200,3,1.0,178500.0
1900,4,2.5,270000.0
710,2,1.0,129888.0
1360,3,1.75,260000.0
2990,5,2.5,339950.0
1640,3,1.0,250000.0
3650,3,3.5,680000.0
3680,3,3.5,1225000.0
1830,3,2.0,550000.0
2570,5,2.75,675000.0
2730,3,3.25,981000.0
1150,3,1.0,168000.0
4260,4,3.0,1000000.0
1260,3,1.0,320000.0
4440,6,3.25,959000.0
2300,4,1.0,372000.0
1920,3,2.5,391500.0
1080,2,1.0,390000.0
890,2,1.0,302000.0
1650,3,3.5,495000.0
1820,3,2.5,504500.0
2320,4,1.75,555000.0
3260,4,3.5,1550000.0
1730,3,1.5,550000.0
3320,4,2.5,1800000.0
1660,1,1.0,655000.0
3290,3,2.5,685000.0
2280,4,2.0,721000.0
3650,4,4.25,1518630.0
1620,4,2.5,365000.0
2020,3,2.0,458000.0
1150,2,1.0,280000.0
1940,4,1.75,628000.0
3440,4,2.5,781500.0
2000,3,1.75,295000.0
750,2,1.0,435000.0
1420,3,1.75,300000.0
880,2,1.0,208500.0
2680,2,2.5,930000.0
860,2,2.0,316000.0
1310,3,2.0,249900.0
1780,3,2.25,675000.0
1440,3,2.25,447000.0
1510,3,2.0,675000.0
2100,4,2.5,546000.0
1310,3,2.0,310000.0
1280,3,1.0,190000.0
1320,3,1.5,650000.0
1740,3,2.5,585000.0
2910,4,2.5,1430800.0
2500,4,2.5,565000.0
1100,3,1.0,174900.0
1381,3,2.25,360000.0
960,3,1.0,234000.0
3840,8,3.0,575000.0
2200,3,2.5,315000.0
1250,3,1.0,225000.0
2380,3,1.5,370000.0
1500,3,1.0,606000.0
1410,3,2.0,272500.0
1680,3,1.75,475000.0
1500,3,1.0,270000.0
2710,4,1.75,624000.0
1730,3,1.75,355000.0
960,3,1.0,345000.0
2380,4,2.5,342000.0
1120,3,1.75,316000.0
2960,4,2.5,539950.0
1580,3,2.0,221347.0
1870,3,2.5,330000.0
1810,4,2.5,279000.0
2550,4,3.0,850000.0
1910,3,1.75,746000.0
1200,2,2.0,478000.0
2420,4,2.75,820000.0
3080,3,3.5,2160000.0
3850,3,3.0,820000.0
3000,3,2.0,887000.0
1360,3,1.0,159000.0
3670,7,4.25,824000.0
2270,4,2.5,812000.0
1750,4,2.5,242000.0
3550,4,2.5,625000.0
2370,4,1.0,399888.0
1670,3,2.25,289000.0
1860,3,2.0,400000.0
4460,3,2.5,1550000.0
1080,2,1.0,345000.0
1080,2,1.0,874950.0
2280,3,2.75,875000.0
2540,4,2.5,628990.0
2560,2,3.5,535000.0
2390,4,2.75,770126.0
2870,4,2.5,710000.0
1510,3,1.75,465000.0
2200,3,1.75,359000.0
720,2,0.75,151000.0
2970,3,2.5,820000.0
960,3,1.5,160000.0
1420,4,1.75,535000.0
1800,3,2.25,365000.0
3090,4,2.5,708000.0
1200,3,1.0,215000.0
4065,4,3.5,1950000.0
2570,4,2.5,390000.0
1530,3,2.0,570000.0
1500,3,1.75,383000.0
2490,4,3.0,370000.0
3040,4,2.5,454000.0
4140,5,3.25,1400000.0
1690,4,1.75,371000.0
1430,3,1.75,530000.0
2490,4,2.75,608000.0
1350,3,1.75,450000.0
3140,4,2.5,780000.0
2340,4,2.5,290000.0
1610,3,1.75,225000.0
3320,4,2.5,805000.0
2390,3,2.5,660000.0
1180,3,1.75,299000.0
1260,2,2.25,530000.0
1800,3,2.5,680000.0
1790,4,1.75,199900.0
1760,3,1.75,224000.0
1540,3,1.75,244000.0
1260,4,1.75,485000.0
2240,4,2.5,330000.0
1630,4,2.0,509000.0
2350,4,2.5,440000.0
1350,3,2.0,244000.0
1320,4,1.75,399700.0
1950,4,2.5,519000.0
2100,4,1.0,211000.0
3480,3,2.5,950000.0
1830,3,2.5,410000.0
2640,4,2.0,750000.0
900,3,1.0,133400.0
1553,3,2.0,240000.0
1710,3,2.5,539000.0
3400,4,3.0,688000.0
1270,3,1.5,465000.0
2960,3,1.75,936000.0
3040,4,2.5,620000.0
1430,3,1.75,429950.0
1520,3,2.5,296475.0
1820,4,2.0,330000.0
1800,3,2.25,445000.0
2720,4,3.25,846000.0
1980,4,1.75,725000.0
2550,4,2.5,369000.0
2210,3,1.75,625000.0
2120,3,2.0,535000.0
1570,4,1.5,229950.0
1310,3,1.75,229999.0
3150,5,3.5,850000.0
3870,4,4.5,589900.0
1840,2,1.0,513000.0
1120,3,1.0,401000.0
1440,3,2.5,260000.0
2300,4,2.75,525000.0
2070,3,3.5,470000.0
1420,4,1.5,205000.0
2010,3,2.25,620000.0
1200,3,1.5,229000.0
1150,2,2.0,445000.0
1240,2,1.0,215000.0
1900,2,2.5,504975.0
2350,4,2.25,495000.0
1120,3,1.0,205000.0
1020,1,1.0,152275.0
1930,4,2.25,586000.0
2680,2,2.5,779950.0
2660,4,1.75,557000.0
2200,4,2.25,610000.0
1010,3,1.5,405000.0
2310,4,2.25,320000.0
920,3,1.0,356000.0
3030,5,3.0,794500.0
1590,3,1.75,349000.0
2740,4,2.25,549000.0
960,3,1.0,193000.0
2240,3,1.5,700000.0
2400,3,2.5,523000.0
2860,5,3.25,565000.0
2960,4,2.5,500000.0
3770,4,3.25,1450000.0
3830,6,3.5,710000.0
2750,4,2.0,333000.0
2100,3,1.75,580000.0
1500,4,1.75,289950.0
710,2,1.0,375000.0
2770,2,3.0,505000.0
2050,3,1.75,324950.0
1960,4,2.25,490000.0
1770,4,2.0,630000.0
3290,3,2.75,595000.0
1990,4,2.0,872500.0
1760,2,1.0,490000.0
1020,2,1.0,310000.0
1350,3,1.0,450000.0
1740,3,1.5,539000.0
3540,3,2.5,888550.0
1520,3,2.5,269950.0
290,0,0.0,142000.0
1310,3,1.75,300000.0
3000,2,3.25,780000.0
2660,3,2.5,545000.0
2120,3,2.25,278000.0
1200,3,2.25,342000.0
1900,4,1.75,190000.0
1010,2,1.5,387000.0
1850,3,2.25,279950.0
4520,6,4.5,550000.0
2010,3,2.0,439000.0
2420,3,2.25,774888.0
2732,5,2.5,480000.0
1910,4,2.0,835000.0
3520,5,3.5,1500000.0
2220,4,2.0,771000.0
2020,4,2.25,1225000.0
2090,4,2.5,600000.0
1580,3,1.0,305000.0
2650,5,1.75,1388000.0
1020,3,1.0,216500.0
1070,3,2.5,370000.0
2120,4,1.75,492650.0
1360,5,1.75,431200.0
1700,4,2.0,277500.0
1820,5,1.5,278000.0
1430,4,1.0,351000.0
4140,4,3.5,850000.0
1313,2,2.0,885000.0
1590,3,2.0,399950.0
1080,3,1.75,185000.0
2730,5,3.0,440000.0
3800,4,3.25,2395000.0
2540,3,2.25,299000.0
1810,3,1.75,299500.0
1540,3,1.5,420000.0
1390,4,1.0,234000.0
1460,2,1.75,540000.0
2350,4,2.5,649950.0
1160,3,1.0,330000.0
3500,4,3.25,840000.0
1980,3,2.5,370000.0
1250,3,1.5,410000.0
770,2,1.0,257000.0
1920,3,1.0,350000.0
1120,2,1.0,380000.0
1150,3,1.0,344000.0
1590,3,2.5,488000.0
910,3,1.0,465000.0
1870,2,1.75,229500.0
2420,5,3.0,445000.0
2120,4,1.5,246000.0
2730,5,2.5,545000.0
2560,4,2.5,518000.0
2620,4,2.5,565000.0
2760,4,2.5,445000.0
2900,5,2.5,968000.0
1820,3,2.0,725000.0
1870,3,1.75,315500.0
2010,4,1.75,487585.0
940,2,1.0,246500.0
1850,3,1.75,819000.0
2530,5,2.5,349900.0
940,3,1.0,267000.0
1820,3,2.25,480000.0
1510,2,1.0,525000.0
2070,4,2.5,578000.0
1380,3,2.5,345000.0
1270,3,1.0,499000.0
1390,3,1.5,425000.0
1840,4,3.0,268000.0
1600,3,1.0,240000.0
1480,3,1.5,147000.0
2120,4,2.0,500000.0
2940,4,2.75,1010000.0
3820,4,3.0,991500.0
2740,5,2.0,510000.0
4360,4,4.0,1980000.0
1540,4,2.5,484998.0
4660,4,3.5,1280000.0
1590,3,1.75,210000.0
1180,2,1.0,450000.0
2360,4,1.75,875000.0
1860,4,2.75,529950.0
1470,3,1.75,415000.0
2990,4,2.0,590000.0
1690,3,1.5,379950.0
660,1,1.0,385000.0
2310,3,1.75,588000.0
770,2,1.0,252500.0
2320,3,3.5,530000.0
1370,2,1.5,385000.0
1700,3,2.25,419000.0
960,2,1.0,175000.0
1150,2,1.0,515000.0
2910,4,2.5,945000.0
2290,5,2.25,359900.0
2260,4,2.5,419950.0
1300,3,1.75,460000.0
1850,3,2.25,255000.0
1920,4,1.75,481000.0
1920,4,1.75,719521.0
4910,3,3.0,1080000.0
2210,4,2.5,334000.0
2280,4,2.75,675000.0
1640,3,1.75,556000.0
1980,4,2.0,900000.0
900,3,1.0,400000.0
1960,4,1.75,724950.0
1800,4,2.25,321000.0
4270,4,3.5,1356920.0
1520,4,2.0,171000.0
1950,3,1.75,323000.0
2190,4,1.75,491500.0
1200,4,1.5,226000.0
2180,6,1.75,580000.0
2320,4,2.5,640000.0
1040,3,1.75,619790.0
2700,4,2.5,383962.0
1400,3,2.0,373000.0
2060,3,2.5,541338.0
780,2,1.0,254922.0
2400,3,2.25,575000.0
2900,4,3.0,650000.0
1740,3,1.5,269950.0
780,2,1.0,270950.0
2430,3,2.75,495000.0
2210,4,2.0,794154.0
1510,3,1.5,340768.0
900,2,1.0,375000.0
3670,4,2.5,820000.0
1160,2,2.25,555000.0
1070,2,1.5,312500.0
950,2,1.0,450000.0
2950,3,2.75,739000.0
1420,3,2.0,320000.0
1590,3,1.0,235000.0
1290,4,1.0,275500.0
1690,2,2.0,564000.0
1340,4,1.75,263000.0
1397,3,1.75,257000.0
3750,4,2.5,725000.0
2000,3,2.25,300000.0
2250,3,2.0,328000.0
840,3,1.0,187500.0
1100,3,1.0,400000.0
1660,3,1.5,515000.0
2180,2,2.0,1410000.0
1460,3,1.0,235000.0
2470,4,2.5,669000.0
1250,3,1.0,282000.0
1480,3,2.0,663000.0
2240,3,3.25,279900.0
1570,3,2.0,335000.0
3250,4,2.75,689000.0
1790,3,2.25,413100.0
2080,3,2.5,506950.0
1480,3,2.5,500000.0
3610,5,3.0,540000.0
2040,3,2.5,812000.0
3850,4,3.25,1200000.0
3230,3,2.25,370000.0
2440,3,2.0,338000.0
1490,4,1.0,185000.0
1150,3,1.0,450000.0
900,2,1.0,451000.0
3210,4,2.5,785000.0
3900,5,3.0,850000.0
1240,3,1.0,235000.0
1760,3,1.75,1150000.0
1410,3,2.25,377500.0
2780,3,2.5,825500.0
3230,5,3.25,1059500.0
4600,5,3.5,880000.0
1440,3,2.0,413800.0
1200,2,1.5,504200.0
2793,4,3.0,421500.0
2970,4,2.5,855169.0
1440,3,2.0,380000.0
1480,3,2.25,580000.0
1870,3,2.5,377000.0
2475,4,2.75,329900.0
2950,4,2.5,921800.0
1410,3,2.25,529500.0
2240,4,2.5,363990.0
3230,5,2.75,834950.0
2100,3,2.0,399000.0
1936,3,2.25,338900.0
3120,3,2.5,419950.0
2070,4,2.5,493000.0
3700,4,2.5,650000.0
2130,3,2.5,456000.0
1620,3,2.25,425000.0
1490,3,2.5,348000.0
4180,5,4.0,1040890.0
1400,2,2.5,299000.0
3490,4,3.75,1264000.0
1300,3,1.0,155000.0
2730,4,2.5,319500.0
1830,3,2.5,274000.0
2340,5,2.5,429000.0
1410,3,1.75,267800.0
1930,3,2.5,369950.0
3028,6,5.0,480000.0
3180,4,3.5,440000.0
2950,4,3.25,839704.0
1430,3,3.25,535000.0
1020,2,1.5,290000.0
1650,3,2.5,370000.0
1060,3,2.0,405000.0
2620,4,2.75,499431.0
1830,4,2.5,275000.0
998,3,2.25,320000.0
2070,4,2.5,425000.0
2860,4,3.5,1450000.0
1920,3,2.0,340000.0
1210,3,2.5,299900.0
4890,5,3.5,865950.0
3420,4,2.5,720000.0
2870,4,3.5,460000.0
1600,3,2.5,375000.0
960,2,1.5,386180.0
1740,3,2.75,280000.0
2575,4,2.5,359000.0
3660,5,3.25,785000.0
1420,3,2.25,425000.0
3070,5,2.5,575000.0
1920,3,2.5,465000.0
4160,4,3.25,1850000.0
3276,4,3.25,720000.0
2890,5,3.75,390000.0
3430,3,2.5,2205000.0
3390,4,3.5,1054690.0
2930,6,3.75,915000.0
1300,2,2.25,562000.0
1250,2,1.75,349000.0
2310,4,2.5,375000.0
1360,2,2.25,479950.0
2020,4,2.5,319000.0
1270,3,1.5,325000.0
2790,4,2.75,505657.0
2320,4,2.5,340000.0
1750,3,2.5,250000.0
2030,4,2.5,349500.0
1270,3,2.5,290750.0
2710,5,3.25,715000.0
2520,4,2.75,689950.0
1340,2,2.5,425000.0
1570,2,3.0,657000.0
2690,4,3.5,359950.0
2475,4,2.75,319900.0
2260,3,3.75,532000.0
840,2,1.0,291000.0
1720,3,3.25,675000.0
2940,3,2.25,885000.0
4170,5,3.5,1450000.0
4310,6,4.25,780000.0
3010,4,2.75,839950.0
2170,3,2.5,645000.0
1584,3,2.5,263000.0
1110,2,2.25,345000.0
2420,4,2.5,505000.0
1430,2,2.25,522500.0
2393,3,2.5,400000.0
1240,3,2.25,543000.0
2980,4,2.5,495000.0
2970,4,3.5,549995.0
2329,3,2.5,327555.0
3340,5,3.25,690000.0
2580,4,2.25,673000.0
2029,3,2.5,384435.0
3430,4,2.75,780000.0
3330,5,3.75,1375000.0
3220,5,3.5,950968.0
1240,2,2.25,334950.0
1500,3,3.5,489000.0
3530,3,3.0,600000.0
1260,3,2.25,282000.0
4168,4,4.0,442000.0
1030,2,1.5,220000.0
3080,3,2.5,489000.0
1072,3,1.5,250000.0
2790,4,2.75,484259.0
4090,3,2.5,1680000.0
1800,3,2.5,450000.0
830,2,1.5,299000.0
2280,3,2.5,450000.0
2110,4,3.0,585000.0
1570,3,2.25,660000.0
830,2,1.5,301500.0
4120,4,3.75,949950.0
2540,4,2.5,759990.0
2050,4,2.75,355000.0
3080,4,2.75,889950.0
2390,3,2.5,629800.0
3170,4,2.5,745000.0
1240,2,1.5,379900.0
1090,3,2.5,335000.0
4630,5,4.5,809000.0
3230,4,2.5,569950.0
3510,4,3.5,723000.0
1785,4,2.5,282000.0
2360,5,3.25,569900.0
2340,4,2.0,385000.0
1620,3,2.25,420000.0
3890,3,3.25,2250000.0
3590,4,3.5,1205000.0
1984,4,3.0,292000.0
1640,3,2.25,645000.0
1350,4,2.0,304500.0
2730,4,3.5,489500.0
962,2,1.0,390000.0
3040,4,3.5,815000.0
2540,3,3.5,719000.0
2240,4,2.5,331210.0
1260,3,1.5,245000.0
3210,5,4.0,465000.0
1620,3,2.5,580000.0
1580,3,2.0,540000.0
1430,3,2.5,399000.0
1850,4,2.5,328000.0
3340,4,2.5,701000.0
2670,3,2.75,408000.0
4660,5,4.25,2641100.0
1550,3,2.5,445000.0
3470,4,2.5,672500.0
3010,3,2.5,538000.0
3931,5,3.5,450000.0
1800,3,2.5,362500.0
1570,3,2.5,414950.0
2230,3,2.5,679950.0
2423,4,2.5,290000.0
1160,3,2.0,230000.0
1440,2,2.0,439950.0
2052,4,2.5,349900.0
2780,5,2.5,550000.0
3720,4,4.25,1050000.0
1460,2,2.25,655000.0
1370,3,3.5,385000.0
3600,6,4.5,729999.0
1420,3,2.25,523950.0
980,2,2.5,369000.0
1790,3,2.5,509900.0
2010,3,2.5,282000.0
2370,3,2.5,387865.0
2560,4,2.5,385000.0
1900,3,2.5,536000.0
1350,2,2.25,395000.0
2650,4,2.75,545000.0
3020,4,2.5,715000.0
1500,3,2.5,348000.0
1320,3,1.75,455000.0
3120,4,2.75,575000.0
1540,3,2.25,449950.0
1800,3,2.5,364000.0
3640,4,2.5,932990.0
2440,3,2.5,710000.0
3970,4,4.0,949990.0
2060,3,2.5,326989.0
2538,3,2.5,335606.0
4270,5,4.5,1532500.0
1320,3,2.5,299950.0
3340,4,2.75,962000.0
1590,2,2.5,395825.0
2710,5,2.75,419354.0
3140,4,2.75,920000.0
1445,3,2.25,366000.0
2430,4,2.5,480000.0
1370,3,3.25,388000.0
1860,3,2.5,730000.0
1710,3,3.25,358990.0
2650,4,2.5,398651.0
2590,4,2.5,530000.0
2610,4,2.5,610360.0
1770,3,2.5,436110.0
3730,4,2.75,925000.0
2420,4,2.5,449950.0
3330,4,2.5,760000.0
1910,3,2.25,293000.0
2170,2,2.5,695000.0
2437,3,2.5,285000.0
4180,5,4.0,1255780.0
1800,3,2.5,379900.0
2570,5,2.5,472000.0
2090,4,2.5,300000.0
2789,4,2.5,272000.0
2906,4,2.5,418395.0
2550,5,2.5,465000.0
3550,4,2.75,659950.0
1590,3,2.25,484950.0
1950,3,2.25,359000.0
3250,4,2.5,519000.0
4590,5,4.5,1710000.0
3070,4,2.75,535000.0
3030,4,3.25,622950.0
2610,3,2.5,515000.0
3150,4,3.5,330000.0
1240,3,1.5,318000.0
1680,3,2.5,439000.0
2220,3,2.5,540000.0
4800,4,3.25,1079000.0
3100,4,2.5,435000.0
3590,4,2.75,1100000.0
1590,4,2.0,293467.0
2242,3,2.5,328000.0
2490,3,3.5,550000.0
1530,3,2.0,649000.0
2150,4,2.5,435000.0
2440,3,2.5,625000.0
1270,3,1.5,415000.0
1450,3,2.25,400000.0
